SPEC_NUMBER,SK_NUMBER,AMENDMENT_NO,DRG._NUMBER,QUANTITY,ITEM_NUMBER,ALT_NUMBER,REV_NUMBER,DRAWING_ATTACHED,OTHER_SPECIFICATION,REST_DATA
,,,,,,,,No,Model-CG 430 Displacement 39.8 Engine.Max -1.31 Engine.Max 1.75 Tank 1000 Dia 28 LxWxH 1790 LxWxH 665 LxWxH 580 Dry -7.7 Addl 1 Cutting 3 Cutting 305 Cutting 1 Cutting 2 Black 3.3 round 46 46 1 ,Grass Machine Brush Cutter Make Similar Spec cc approx Air cooled approx Fuel approx approx Dimensions approx kg approx Accessories Cutting Blade Tap Go Cutting Nylon Rope No 
,,,,,,,,No,size 30 X 30 inches 40 ,Black poly bags 30 inches microns thickness use DUST BINS 
,,,,,,,,No,size 6 x 1 x 12 bonded 25 x 1.5 leaving 3 IS 707 IS 2011 ,hard packing feet feet x inch recessed ends width x strip inches ends MAKE wood 
,,,,,,,,Yes,plate 57 IS 3748 IS 90 3748/90 40 3748/90 45 ,Tyre Defect brake wagon stock per IRCA part lll tool steel HRC Supply NABL approved labs calibration certificate packed carrying wooden box Drawing enclosed 
,,,,,,,,No,suitable 500 MHD 1300 voltage 12 Capacity 130 minimum 18 ,Sealed maintenance free battery set Model Exide make similar Battery v AH Warranty months make Exide Amaron Amco HBL 
,,,Drg.no T-2-2-602 ,,,,,No,ICF 1 items 4 4 6 ,Destruction tube end plates duly welded 
,,,Drg.No M.C W.LTT.Soap container casing.dt 15.10.2007 ,,,,,No,made 3 ,Liquid soap container cover thick acrylic sheet per central railway 
,,,,,,,,No,No 92063 No 844 ,Western Commode complete strap Lid Cover Make Hindware Model Rubbic Cat OR similar Parryware colour Ivory Parryware Model No 
,,,,,,,,No,size 2 x 1 x 4 bonded 25 x 1.5 leaving 3 IS 707 IS 2011 ,hard packing feet feet x inch recessed ends width x strip inches ends MAKE wood 
,,,,,,,,No,size 3 x 1 x 12 bonded 25 x 1.5 leaving 3 IS 707 IS 2011 ,hard packing feet feet x inch recessed ends width x strip 3 inches ends MAKE wood 
,,,,,,,,No,size 2 x 1 x 2 bonded 25 x 1.5 leaving 3 IS 707 IS 2011 ,hard packing feet feet x 2 inch recessed ends width x strip inches ends MAKE wood 
,SKID SPECIFICATION ATTACHED ,,,,,,,No,OF 50 BRAND 7 ,SUPPLY INSTALLATION COMMISSIONING RO PLANT OF LPH ROPURE STAGE PURIFICATION RO WITH UV SYSTEMS IN SS 
,,,,,,,,No,SIZE 75 X 36 WITH 3 COIR 1 ,MATTRESSES INCHES INCHES INCHES INCHES FOAM MAKE SLEEPWELL KURLON OR DUROFLEX 
,,,Drg No CONTR 9404- ,,,Alt 11 ,,No,RDSO 15 Item 3 ,Side bearer coil spring BLC wagons 
,,,,,,,,No,SIZE 75 X 36 WITH 3 COIR 1 ,MATTRESSES INCHES INCHES INCHES INCHES FOAM MAKE SLEEPWELL KURLON OR DUROFLEX 
,,,,,,,,No,SIZE 75 X 36 X 18 ,SUPPLY AND ASSEMBLING OF COT OF INCHES INCHES X INCHES MINIMUM GROUND CLEARANCE TO FIT STORAGE BOX ALONG WITH MOSQUITO NET FRAME WITH DETACHABLE PROVISION FOR MOSQUITO NET FRAME AND ALSO ATTACHED WITH STORAGE BOX SPECIFICATION ATTACHED 
,,,,,,,,No,spares 500 spares 1 1 88290005 1 240 DN 32 32 01 No 2 2 88290005 2 239 DN 32 32 01 No 3 3 88290005 3 236 DN 32 32 01 ,Set CFM Air compressor list spares metal Hose metal Elbow DN 32 01 No metal Hose DN 32 01 No 
,,,,,,,,No,size 2 x 1 x 1 bonded 25 x 1.5 leaving 3 IS 707 IS 2011 ,hard packing feet feet x 1 inch recessed ends width x strip inches ends MAKE wood 
,,,,,,,,No,Model 3325 consisting 1 Ring 01 Nos 2 Plunger 01 Nos 3 MA 01 ,Maintenance kit magnet valve parking brake EMU coaches Rotex Make O Nos Assembly-01 No 
,Sketch CG-K6070 ,,,,Item No 2 ,,,Yes,No.RDSO/ 15 ,Gravity type spring loaded water tap 
,,,,QTY.PER set annexure attached ,,,,No,MODEL 066 ,SET OF FLOATING SHAFT TO SUIT SURFACE TRAVERSOR UNIQUE INDUSTRIAL HANDLERS PVT LTD DETAILED DESCRIPTION AND 
,SK-10-2-421 ,,Drg.No 3,,,Alt-05 ,Rev No:03 ,No,ICF/SK-10-2-421 3 ICF/SK-10-2-421 4 KB 163 IB 70501 IB 1 Spec 10 Spec 2 Spec 421 ,Inch Escorts WSF Part No Equivalent Confirming ICF 
,,,,Qty/Kit 04 ,,,Qty/Kit 04 ,No,Descrption 1 Drum 250 suitable 15 Nos 2 Drum 200 suitable 7.5 Qty/Kit 04 ,Set Brake Cast Iron EOT Detailed Brake Drum dia Ton EOT Cranes Brake Drum dia suitable Ton EOT Cranes Nos Note OEMS authorized dealer quote along authorization certificate Firms mention item shall enclosed relevant technical leaflet 
,,,Drg No M1005645 ,,,alt.nil ,,No,valve 1 RCF 16 ,Ball inch 
,sky/ Kirloskar/ Comp Air OEM Authorised Dealers quote valid certificate Note Pressure Test Certificate enclosed Competent Authority supplied tanks ,,,,,,,No,VERTICAL 1000 Pressure 16 Pressure 2 ,Air Receiver tank complete accessories Type Liters Working Make 
,SK-10-2-421 ,,Drg.No 3,,,Alt-05 ,Rev No:03 ,No,No.ICF/SK-10-2-421 3 No.ICF/SK-10-2-421 4 KB 163 IB 70377 IB 1 Spec 10 Spec 2 Spec 421 ,Inch Escorts WSF Part No equivalent confirming ICF 
,,,,,,,,No,size 17 size 85 grade 10.9 ,High tension wheel bolt nut long per sample front end loader 
,,,,,,,,No,NO 006 NO 01 Traversor 70 Model 066 ,Cardon Shaft Part Suitable surface Cap 
,SK-10-2-421 ,,Drg.No 3,,,Alt-06 ,Rev No 03 ,No,ICF/SK-10-2-421 1 KB 165 IB 70378 IB 1 IA 71395 IA 4 Spec 10 Spec 2 Spec 421 ,Escorts equivalent confirming ICF 
,,,,,,,,No,Model-CG 430 Displacement 39.8 Engine.Max -1.31 Engine.Max 1.75 Tank 1000 Dia 28 LxWxH 1790 LxWxH 665 LxWxH 580 Dry -7.7 Addl 1 Cutting 3 Cutting 305 Cutting 1 Cutting 2 Black 3.3 round 46 46 1 ,Grass Machine Brush Cutter Make Similar Spec cc approx Air cooled approx Fuel approx approx Dimensions approx kg approx Accessories Cutting Blade Tap Go Cutting Nylon Rope No 
,,,,,,,,Yes,steel.size 5 x 4 feet 3 No 2015 SCDN/MECH/2015/RR/RACK 1 ,Storage unit feet shelves per drawing DRAWING ATTACHED 
,,,DRG.NO .CG-11089 ,,,ALT-1 ,,No,value 5 ,Ball tank per RDSO CG 
,,,Drg no.SNF/SC/HB/002/16 ,,,,,No,,Mild steel bush coller hand brake 
,,,,,,,,No,size 78 X 36 x 19 D 12 size 18 x 12 x 17 sider 20 sider 22 ,MS Industrial locker cupboard inches H inches W inches lockers size inches x 12 inches x inches D staple arrangement pad locking SWG side inside gauge With Knob holder verification label holder Color Gray 
,,,,,,,,No,Latex 7 7 1 7 2 IS 13422 thickness 0.10 ,Disposable hand gloves MAKE Nulife similar 
,SK.NO.K2036 ,,,,,Alt-1 ,,No,RDSO 1 ,Dust bin composite modular toilet AC coaches 
,,,Drg No ST-971207 ,,,,,No,part 70160 part 70160 ,Twist head automatic twist lock BLC wagons per Holland Sanrok part 70160 
,,,,,,,,No,finder 0.05 0.05 80 Similar 5 ,Laser range mtrs range Make BOSCH enclosed 
,,,Drg.No SC/Chg/misc/01/2015 ,,,,Rev.00 ,No,per .7 ,Vinyle stickers pasted Acrylic sheet Transparent coaches 
,SK-001 ,,Drg SSE/C W/SC/,,,,,Yes,drawing 001 ,pad lock one time lock made hard plastic moulded rectangular cuboid internal permanent locking arrangement steel rod per 
,,,,,,,,No,size 40 x 18 X 20 /- 5 ,Rubber hollow mat big holes thickness percent given sizes may accepted 
,,,,,,,,No,,Set tools air brake gear repairs make Britool easy carry tool box items consist set tools enclosed 
,,,Drg.N0.,,,,Rev.00 ,No,per 01 per 2015 SC/Chg/Misc./01/2015 .4 ,Vinyle stickers pasted Acrylic sheet Transparent coaches 
,,,Drg.N0.,,,,Rev.00 ,No,per 01 per 2015 SC/Chg/Misc./01/2015 .3 ,Vinyle stickers pasted Acrylic sheet Transparent coaches 
,,,Drg.N0.,,,,Rev.00 ,No,per 01 per 2015 SC/Chg/Misc./01/2015 .14 ,Vinyle stickers pasted Acrylic sheet Transparent coaches 
,,,Drg.N0.,,,,Rev.00 ,No,per 01 per 2015 SC/Chg/Misc./01/2015 .2 ,Vinyle stickers pasted Acrylic sheet Transparent coaches 
,,,Drg.N0.,,,,Rev.00 ,No,per 01 per 2015 SC/Chg/Misc./01/2015 .13 ,Vinyle stickers pasted Acrylic sheet Transparent coaches 
,,,,,,,rev amnd.2 ,No,size 700 x 900 x 5 No.IS 3438 No.IS 94 IS 2835 IS 87 Conditions 1 grinded 2 ,mirror x thickness outside wash basin LHB coaches second per third Rev All sharp corners mirror Brand mirror Saint 
,,,Drg.N0.,,,,Rev.00 ,No,per 01 per 2015 SC/Chg/Misc./01/2015 .2 ,Vinyle stickers pasted Acrylic sheet Transparent coaches 
,,,Drg.N0.,,,,Rev.00 ,No,per 01 per 2015 SC/Chg/Misc./01/2015 .3 ,Vinyle stickers pasted Acrylic sheet Transparent coaches 
,,,Drg.no T-5-5-527 ,,,Alt.p/18 ,,No,,Rubber Buffer Lavatory Window ICF Colour BLACK 
,,,,,,,,No,Ior 200 suitable 10 ,Brake Drum Cast dia ton cap EOT Crane Note Authorized dealers quote valid certificate 
,,,,,,,,No,Style 20 -Thickness 1 size 5 x 5 ,Asbestos Champion jointing sheet Joint sheet 5 Feet Make mentioned leaf dealers quote 
,,,,,,,,No,Crate 100 Crate 3 OD 1300 OD 1300 OD 200 ,Roto SPIL Blue Dimension Approx Make Nilkamal Techno dealers Nilkamal Godrej Dewas need quote valid authorization certificate 
,,,Drg.No T-6-3-740 ,,,Alt 51/1 ,,No,,Door Stop Lavatory Small L 
,SK-81206 ,,,,item No 6 ,Alt.3 ,,No,Cylinder 203 Steel 8 En8-BSS 970 970 1995 ,Pawl housing Ring air Br BMBC spec Note Procurement RDSO Approved sources Bogie Mounted Brake Cylinder 
,,,,,,,,No,Flammable 15 ,Rat vanisher Bio plus Herbal Rat Repellent CYGNET make Non grams enclosed virgin plastic container 
,,,,,,,,No,No 0267.06 No .00 No .00 ,Flexball Cable Short make Faiveley Part 
,,,,,,,,No,No 0267.05 No .00 No .00 ,Flexball Cable long make Faiveley Part 
,,,Drg.No.CG-11089 ,,,Alt.2 ,,No,valve 5 percent 201 RDSO 6 ,PTFE sealing ring Ball 
,,,,,,,,No,Machine 6 ,Washing Capacity top loading Make VIDEOCON LG 
,,,Drg.No.CG-15090 ,,,,,No,size 10 Material 410 IS 2062 IS 2006 percent 2018 percent 2019 ,Modified shim thickness AAR percent Type tight lock CBC per RDSO 
,,,Drg.No.CG-15090 ,,,,,No,size 3 Material 410 IS 2062 IS 2006 percent 2018 percent 2019 ,Modified shim thickness AAR percent Type tight lock CBC per RDSO 
,,,Drg.No.CG-15090 ,,,,,No,size 15 Material 410 IS 2062 IS 2006 ,Modified shim thickness AAR H Type tight lock CBC per RDSO 
,SK10.6176,,,,,,,No,part 2 ,Flexball cable coach make Faiveley 
,,,,,,,,No,,Supply DRDO Certified Anaerobic bacteria filling digesters provided railway coaches Specification Attached 
,,,,,,,,No,,LED search light equivalent Model TROY EVO Britelite similar specification enclosed 
,,,,,,,,No,size 1 ring 3 ,Curtain rings made plastic diameter colour brown Thickness shape ring Round 
,,,,,,,,No,set 01 ,Telephone shower metre tube hook Material Shower made brass CP Coating Tube PVC brass nut Hook PVC 
,,,Drg.No.CONTR-9404-52 ,,Item No.15 ,Alt 7 ,,No,latest 24 ,Fit Bolt Castle Nut Washer Split Pin 
,,,Drg.No.RITES/TP-9405-,,,Alt.8 ,,No,Wagon 001 ,Slackless Draw Bar BLC latest 
,,,Drg WD 07054/,,Item No.8 ,Alt- Nil.,,No,ASTM 216 Ring 304 size 350 S 14 ,Double set high performance butterfly valve Body Cast carbon steel GR WCB Seat UHMWPE seat Retainer Gear operated per RDSO 
,,,,,,,,No,LBP 3500 ,Toner cartridge suitable CANON printer 
,,,,,,,,No,consisting 04 ,Clamping Arrangement securing Air Brake pipe Bogie Frame items per 
,,,,,,,,No,cap .84053 cap 1200 cap 15 ,Protective dust 
,,,,,,,,No,stand 7 Ref.No 84072 Ref.No 028522 ,Ball valve manual pressure stop valve LUKAS control 
,,,DRG.No J T/A3/2000 ,,,,,Yes,,Trestles BG Coaches per drawing 
,,,,,,,,No,Engine .1635210 ,Diesel filter HATZ 
,,,,,,,,No,female 84072 female 028521 female 15 ,Protective dust cap return line 
,,,,,,,,No,spares 500 ,Set list spares enclosed 
,,,,,,,,No,valve .791766 ,Fuel pipe Shut 
,,,,,,,,No,Pack .17098000 ,Maintenance kit HATZ Diesel Power 
,,,,,,,,No,cartridge .496894 ,Air cleaner 
,,,,,,,,No,coupler 84072 coupler 4616 ,Connection block rod side complete quick 
,,,Drg.No.M/C W/LTT/14 ,,,,,No,,Flushing pipe suitable push type flusher valve 
,,,,,,,,No,installation 24 layer 2 switch 02 ports 10 ports 100 ports 1000 ,Supply Port fast ethernet manageable Gigabit ethernet combo Mbps two suitable SFP slots modules support POE 
,,,Drg.No.CG-15090 ,,,,,No,per 3 ,Thickness modified shims AAR H type tight lock CBC 
,,,Drg No G-95 ,,,,,No,fig .14 ,ADAPTER CROWN LUG GAUGE reference RDSO Suitable CASNUB BOGIES With calibration certificate valid one year date supply Govt approved laboratories 
,,,Drg No G-95 ,,,,,No,fig .12 ,ADAPTER SIDE LUG GAUGE reference RDSO Suitable CASNUB BOGIES With calibration certificate valid one year date laboratories 
,,,,,,,,No,gauge .46 fig.No.46 95 ,Center pivot manual suitable CASNUB Bogies 
,,,Drg No G-95 ,,,,,No,fig .10 ,ADAPTER CROWN LUG GAUGE reference RDSO Suitable CASNUB BOGIES With calibration certificate valid one year date laboratories 
,,,Drg No.G-95 ,,,,,No,fig .33 ,PEDESTAL JAW SHORT GAUGE reference RDSO Suitable CASNUB BOGIES With calibration certificate valid one year date laboratories 
,,,Drg No.G-95 ,,,,,No,fig .25 ,COLUMN GAUGE reference RDSO Suitable CASNUB BOGIES With calibration certificate valid one year date laboratories 
,Sketch-81206 ,,Drg.No RDSO Sketch-8,,,Alt 3 ,,No,RDSO 1206 1206 23 ,Ring 
,,,,,,,,No,coupler 84072 coupler 4615 ,Connection block piston side complete quick 
,,,,,,,,No,blue 148405724 ,Grooved ring 
,,,,,,,,No,male 84072 male 028526 male 15 ,Protective dust cap return line 
,,,,,,,,No,Engine .699831 ,Carburetor Petrol 
,,,,,,,,No,Engine .697884 ,Carburetor Overhaul Kit Petrol 
,,,,,,,,No,consisting 7 7 1 part .61812 part 01 no.61812-01 .2 part .68877 part 01 no.68877-01 .3 part .68880 part 01 no.68880-01 4 part .68878 part 02 nos 5 part .68879 no.68879- 02 nos 6 part .72040 part 04 nos 7 part 72039 72039 04 ,Kit overhauling automatic twist lock ATL Groove pin Locator pin part Housing sleeve part External spacer part Internal spacer part nos Torx screw part nos 7 plated nut part nos 
,,,,,,,,No,No.HIEC 200 Specification 1 consumption 165 KW 0.7 AMPS 2 Supply 230 CS 50 Phase 01 01 3 3.Capacity 2 kg 4 Range 200 celsius 5 ,Portable oven electrodes per HARIDAS Make HARIDAS ADOR INDARE acceptable Specification supply volts Temp degree Indare make portable ovens available market 
,,,,,,,,No,SS 304 dia 10 ,Towel Ring Material Spec AISI Rod Shape ring Trapezoidal fixing 
,,,,,,alth faucet 02 ,,No,,Hemetre tube hook Material Shower made Brass CP Coating Tube PVC brass nut Hook PVC 
,,,,,,,,No,,Supply installation GPS car LED display displaying speed Kms date time specification attached 
,,,,,,,,No,machine 4000 length 5 stroke 35 size 476 x 170 SL 1110 NO .609 ,Industrial sewing Rpm max stitch Needle bar Bed make Brother Jack model 
,,,Drg No.CG -1078 ,,,,,No,thickness 02 IS 2062 IS 2006 ,Shims Standard sheet per RDSO 
,,,Drg.No CDO/HYB/MT-01 ,,,,,No,,Manufacturing supply hatch water tap modular toilets per 
,,,Drg.No.WD-01065-,,Item No.4 ,Alt.2 ,,No,RDSO 02 ,Lower Bracket LSD 
,,,Drg.No.CG-15090 ,,,,,No,RDSO 5 ,MM Thickness modified shims AAR H type tight lock CBC per 
,SK-K2048 ,,drg .No RDSO/SK-K2048,,,ALT-Nil ,Rev-3 ,No,sets 1225 consisting 4 RDSO 210 ,Rubber buffer spring kg capacity buffer set spring elements conforming RDSO 
,,,,,,,,Yes,Drawing 02 Drawing 2016 sheet 18 size 600 x 200 200 200 size 500 x 80 x 12 suit 120 capacity 800 Pipes 4 diameter 1000 ,Manufacturing assembling supply Junction Boxes per enclosed Drawing attached Junction box shall prepared MS gauge front side door provided hinges The box shall provided three iron strips enable fix hylam sheet size x x thk Hylam sheet shall fixed two female adaptors square area cables withstanding amps current make Well spring Ador Fontech Panasonic ESAB Bottom centre box welded two numbers MS long Entire box shall painted Red oxide finishing silver paint 
,,,,,,,,No,SIZE 75 X 36 X 18 ,SUPPLY AND ASSEMBLING OF COT OF INCHES INCHES X INCHES MINIMUM GROUND CLEARANCE TO FIT STORAGE BOX ALONG WITH MOSQUITO NET FRAME WITH DETACHABLE PROVISION FOR MOSQUITO NET FRAME AND ALSO ATTACHED WITH STORAGE BOX SPECIFICATION ATTACHED 
,,,,,,,,Yes,Drawing 01 Drawing 2016 sheet 18 size 600 x 200 200 200 size 500 x 80 x 12 suit 120 capacity 800 ,Manufacturing assembling supply Junction Boxes per enclosed Junction box shall e prepared MS gauge front side door provided hinges The box shall provided three iron strips enable fix hylam sheet size x x thk Hylam sheet shall fixed two female adaptors square area cables withstanding amps current make Well sspring Ador Fontech Panasonic ESAB Bottom centre box 
,,,Drg No.CG-15090 ,,,,,No,RDSO 15 percent 2018 percent 2019 ,thickness modified shims AAR percent type tight lock CBC per 
,,,,,,,,No,gauge .45 fig.No.45 95 ,Center pivot manual suitable CASNUB Bogies 
,SKID SPECIFICATION ATTACHED ,,,,,,,No,OF 50 BRAND 7 ,SUPPLY INSTALLATION COMMISSIONING RO PLANT OF LPH SIMILAR TO ROPURE STAGE PURIFICATION RO WITH UV SYSTEMS IN SS 
,,,,,,,,Yes,size 20 x 28 board 8 ,Laminated Board Tourism Poster per enclosed 
,,,,,,,,No,Part 870001339 DVX 20 ,Wheel cylinder right side suit Voltas suitable use Voltas Forklift Trucks Model VAT 
,SK-96081 ,,drg.SK-96081,,,Alt-5 ,,No,RDSO 14 ,Protective cover drain cock assembly 
,,,,,,,,No,LEGRIS 15 LEGRIS 800 ASTM 216 valve 3 design .316 S.S.316 8 AISI 316 ,lbs Carbon Steel body ball piece mirror finished floating solid ball Stem virgin moulded PTFE Seat joint seal reduce bore screwed ends make L T 
,,,Drg No CONTR 9404- ,,,Alt 11 ,,No,RDSO 15 Item 3 ,Side bearer coil spring BLC wagons 
,,,,,,,,No,capacity 1000 width 500 500 690 length 1100 height 800 model 08 ,Scissor hand pallet truck fitted nylon steering wheels nylon load wheels fork fork light HIS Genie Hydro Aritco 
,,,,,,,,No,capacity 2500 width 27 lenght 46 46 685 x 1100 ,Hydraulic hand pallet truck fitted nylon wheels x Model HIS Genie Hydro Aritco 
,,,DrgNo CC 53105 ,,,Alt.C ,,No,,Holding Frame Sealed Door Window Arrangement RCF 
,SK-1201/,,,,,Alt.1 ,,Yes,Item 3 3 5 ,Magazine Bag Brown colour SCR Drawing 
,,,Drg.No DMU/TC-1-1-005 ,,,Alt ,,No,,Body Bolster SCN Coaches 
,,,,,,,,No,SIZE 25 VALVE 25 25 1 IS 6912 FLB 2 IS 1367 1367 3 IS 1367 1367 4 IS 2062 2062 5 IS 6912 FLB 6 BS 12086 BS 1 EN:12086-1 7 IS 6912 Gr.FLB 8 BSEN 12086 BSEN 1 12086-1 9 IS 6912 MINIMUM 6 ,BRASS BALL OF SCREWED FEMALE ENDS LEVER OPERATED HB AND LEADER ONLY SPECIFICATION FOR BRASS BALL VALVE NAME OF THE PART STEM MATERIAL FORGED BRASS SPECIFICATION Gr NAME OF THE PART NUT MATERIAL CARBON STEEL SPECIFICATION IS NAME OF THE PART WASHER MATERIAL CARBON STEEL SPECIFICATION IS 1367 NAME OF THE PART LEVER MATERIAL CARBON STEEL SPECIFICATION IS NAME THE PART BODY IS 6912 Gr FLB NAME OF THE PART GLAND PACKING MATERIAL PTFE SPECIFICATION NAME OF THE PART BALL MATERIAL FORGED BRASS SPECIFICATION IS 6912 NAME OF THE PART BODY SEAT RING MATERIAL PTFE SPECIFICATION OF THE PART BONNET MATERIAL FORGED BRASS SPECIFICATION IS WARRANTY 6 MONTHS 
,,,Drg.NO.CG-15090 ,,,,,No,per 10 ,Thickness modified shims AAR H type tight lock CBC 
,sk-6-3-426 ,,Drg No ICF/sk-6-3-426 ,,,Alt d/Nil ,,No,"Item 1 Item 2 1,2 4 ",Stainless Steel Mug chain Rings AC Coaches ICF 
,,,Drg.No ICF/STD 6-3-008 ,,,Alt.n/Nil ,,No,,Mirror Assembly 
,Sketch No 81200 ,,,,item No 52 2 ,,,No,Consissting 4 items 1 No 81200 No 23 23 3 No 81200 No 24 24 4 No 81206 No 23 ,Cross Head Assembly set BMBC cross Head RDSO Latch RDSO Sketch Item No Latch Spring RDSO Sketch No 81200 Itgem No 4 Ring RDSO Sketch No Item No 23 Approved vendors BMBC need quote 
,Sketch-81206 ,,Drg.No RDSO Sketch-8,,,Alt 3 ,,No,RDSO 1206 1206 23 ,Ring 
,,,,,,,,No,Kit 3 consisting 10 ,Maintenance type Distributor Valve items per annexure attached Note RDSO Approved vendors Distributor Vavlve need quote 
,,,,,,,,No,No.MH 506363300 DVX 20 ,Right side brake tube Voltas suitable use Voltas Forklift Trucks Model VAT 
,,,Drg.No.SC/Chg/Misc./01/2015 ,,,,Rev.00 ,Yes,per .6 ,Vinyle stickers pasted acrylic sheet Transparent coaches drawing attached 
,,Amendments per following specifications Material grade PE100 ,,,,,,No,IS 4984 rating 6 -- 6 pipe 63 shall 2.9 2.9mm 3.4 ,HDPE Tees confirming latest Pressure Outer dia Wall thickness 
,,Amendments per following specifications Material grade PE100 ,,,,,,No,IS 4984 rating 6 -- 6 pipe 75 shall 3.5 3.5mm 4.1 ,HDPE Bends confirming latest Pressure Outer dia Wall thickness 
,,Amendments per following specifications Material grade PE100 ,,,,,,No,IS 4984 rating 6 -- 6 pipe 75 shall 3.5 3.5mm 4.1 ,HDPE Tees confirming latest Pressure Outer dia Wall thickness 
,,Amdt No.1 ,Drg No.CONTR 9404 ,,,Alt 11 ,Rev.2 ,No,top 8 Item 1 Spec.CONTR-LCCF 20 C 96 -96 .10 ,Centre pivot 
,,,Drg No MI005645 ,,,Alt-Nil ,,No,valve 1 RCF 16 ,Ball 
,,,Drg.No.T-2-2-602 ,,Item No.1 ,Alt m/3 ,,No,Washer 20 x 172 ,Dia ICF 
,,,,,,,,No,hanger 6 thickness 10 board 4 x 2 ,Coat powder coated hooks fitted pre laminated particle U type aluminium board feet feet Board Novopan Archidply 
,,,Drg.9405-,,Item No.46 ,,,No,CONCOR 13 ,Pressure Reducing Valve BLC Wagon 
,,,Drg.No MI005510 ,,,,,No,dia 8 dia 7 dia 7 length 3000 item 5 Item .12 ,Wire cable RCF along plate 
,,,,,,,,No,No 02000024 Model 300 ,Brake Drum Drive Axle suit Godrej Part Godrej Forklift Trucks Authorised Dealers quote valid certificate 
,,,DRG.No J T/A3/2000 ,,,,,Yes,,Trestles BG Coaches per drawing 
,,,,,,,,Yes,consisting 4 ,Set mounting brackets complete outer Inner Head stock assembly bracket Stainless Steel Wire rope RDSO Drawing Nos items fixing arrangement DRDE Biological tank conventional coaches Detailed description per annexure 
,,,Drg.No T-1-2-516 ,,,Alt-p/31 ,,No,ICF 1 Col-1 1 Size 25 Size 80 Size 170 25x80x170 2 size .42 size 32 size 25 ,
,,,,,,,,No,consisting 48 ,POH kit DV KEO type items per part list Note RDSO Approve sources distributor valve need quote material inspection RDSO 
,,Amendments per following specifications Material Grade PE 100 ,,,,,,No,IS 4984 rating 6 :6kg/square 6 dia 63 shall 2.9 2.9mm 3.4 ,HDPE Bends confirming latest Pressure Outer wall thickness 
,,,Drg.No.SC/Chg/Misc./01/2015 ,,,,Rev.00 ,Yes,per .6 ,Vinyle stickers pasted acrylic sheet Transparent coaches Drawing attached 
,,,,,,,,No,Machine 6 ,Washing Capacity top loading Make VIDEOCON LG 
,,,Drg No.CONTR 9404-,,Item No.4 ,Alt.10 ,,No,rod 10 ,Bogie end pull latest 
,,,Drg No.CONTR-9404-,,"Item Nos 4,5 6 7 ",Alt.12 ,,No,wagon 15 ,Liner set sider bearer BLC latest 
,,,,,,,,No,nozzle 250 ,Soft gentle liquid soap filling plastic container pump ml Net 
,,,Drg No CONTR-9404-,,,Alt.12 ,,Yes,RDSO 15 Item 2 ,Side bearer seat latest Drawing attached 
,,,Drg.No WGSCWAC 6-6-4-606 ,,,Alt.d/Nil ,,No,,Ladder upper berth PU foam type ICF 
,SK-002 ,,,,,,,Yes,blocks 3 ,Wheel Floating per drawing 
,,,,,,,,No,consisting 40 ,POH Rubber kit complete escorts make EP Brake controller items per detailed list 
,,,,,,,,No,part 70222 part 1 ,Modified Application Magnet valve WSF itd suitable Electro Pnuematic Brake unit type WSF make 
,,,,,,,,No,No.EU 8525000 arrangement 1400 ,Control valve assembly ELGI suitable ELGI make wiper HP DEMU DPC 
,,,,,,,,No,Model 300 ,Seal crank shaft rear end suit Godrej Forklift Trucks 
,SK 575 ,,,,,,,No,,Cup Sleeve Lower SCHAKU Coupler Escorts Part No equivalent 
,SK-002 ,,,,,,,Yes,blocks 3 ,Wheel Floating per drawing 
,,,Drg.No LW05116 ,,,Alt.Nil ,,No,,Bracket Lateral Damper RCF 
,,,,,,,,No,No 73 No 0019 S 433 Model 300 ,Rear end oil seal Simpson Part suit Simpson Engine Godrej Forklift Trucks Model Eligible Criteria Past performance similar item supplied Railways documentary evidence enclosed alongwith offer proof executed purchase orders otherwise offer passed dealer OEM need quote Authorised dealership certificate enclosed alongwith officer otherwise offer passed 
,SK-004 ,,,,,,,Yes,block 3 ,Wheel Floating per Drawing 
,SK-001 ,,,,,,,Yes,blocks 2 ,Wheel floating per drawing 
,SK.003 ,,,,,,,Yes,blocks 4 ,Wheel Floating per Drawing 
,,,,,,,,Yes,consisting 4 ,Set mounting brackets complete outer Inner Head stock assembly bracket Stainless Steel Wire rope RDSO Drawing Nos items fixing arrangement DRDE Biological tank conventional coaches Detailed description per annexure 
,,,Drg.No C/LF-1885 ,,,Alt.6 ,,No,,Wash hand sink D type stainless steel IRS 
,,,Drg.No.WD-05086-,,Item No.33 ,Alt.5 ,,No,RDSO 10 S-10 96031 S-10 01 ,Hand brake wheel BOXNHL wagons 
