UNIT *,PRODUCT CODE,DESCRIPTION,SPECIFICATION
9,60250407,"ADJUSTABLE HOOK FOR ICF COACHES TO DRG.NO.T.2.5.65 5 ALTA/2 ITEM 2,3, 4",
1,60250420,CLAMPING DEVICE FOR VESTIBULE .,
5,60250420,CLAMPING DEVICE FOR VESTIBULE,
9,60250420,CLAMPING DEVICE FOR VESTIBULE FOR ICF COACHES TO DRG.NO. T-2-5-063 ALT.D,
24,60250432,HELICAL SPRING AS PER T-2-5-673 ITEM 1,
5,60250511,BRAKET COMPLETE VESTIBULE BG,
3,60250614,'COTTER' FOR SPECIAL BOLT TO ITEM 1 OF IFC DRG.NO. T-2-5-687 ALT (D) & (4). MAT & SPECN AS PER DRG.,
1,60250626,LOCATING DOWEL FOR VESTIBULE FRONT FRAME.         TO IRS,
1,60250638,"MODIFIED VESTIBULE FOOT PLATE TO C.RLY  DRG. NO. F[C AND W]-1589, ALT-NIL. ITEM NO. 1 TO 8. MATERIAL AND SPECIFICATION AS PER DRAWING.",
3,60250638,FOOT PLATE FOR VESTIBULE,
5,60250729,"PIN FOR FOOT PLATE BRACKET,",SPEC: AS PER DRG.
15,60250729,PIN FOR FOOTPLATE BRAKE 125124,
7,60250730,HOLDING DEVICE FOR VESTIBULE FOOT PLATE TO ICF DRG NO:T-2-5-725 COL-III ALT:D/3.,
9,60250936,FIXING PIECE FOR VS DOOR,
1,60250950,"VESTIBULE SLIDING DOOR ASSEMBLY TO DRG. NO. MISC. SK. 3608 [SHEET 1 TO 3], ALT-1. MTRL AND SPECN: AS PER DRG.",
12,60250950,"VESTIBULE SLIDING DOOR ASSEMBLY. FOR ICF/CN & BEML/CN COACHES TO MISC/SK-3608,[SHEET 1, 2 & 3] ALT - NIL.",
16,60250950,"VESTIBULE SLIDING DOOR ASSEMBLY FOR ICF/CN & BEML/CN COACHES TO MISC/SK-3608, SHEET-1,2,3.",
24,60250997,SUSPENSION FOR VESTIBULE SLIDING DOOR AS PER SCN-2-5-005 ITEMS 1 TO 3,
24,60251023,RUNNER FOR TOP RAIL COMPLETE AS PER T-2-5-155 ITEM 1 & 2 ALT G,
6,60251084,BINDING SHEET,
24,60251126,HANDLE AS PER T-2-5-778 COL III,
24,60251199,HINGE LEAF FOR VESTIBULE SLIDING DOOR AS PER T-2-5-807 ITEM 1 ALT A,
24,60251242,BOSS FOR LINK 40X50 AS PER T-2-5-651,
24,60251254,BASE PLATE FOR VESTIBULE CLAMPING DEVICE AS PER T-2-5-671,
2,60251308,"FOOT PLATE AARRANGEMENT TO RDSO'S SK.-99057, ITEM NO.9 TO 18 & 20, ALT. NO-2 (TWO).",
3,60251308,"FOOT PLATE ASSEMBLY DRG NO.:-RDSO/SK-99057, ALT.{2} ITEMS 9 TO 14,18 AND 20{DULY WELDED}",
5,60251308,FOOT PLATE OF UIC TYPE VESTIBULE,MAT. SPEC: AS PER DRG.
9,60251308,"FOOT PLATE REQUIRED FOR UIC VESTIBULE  AS PER RDSO DRG.NO.SK-99057 ALT-2. ITEM NO 9 TO 14,18 & 20 IN ASSEMBLED CONDITION",SK-99057
13,60251308,"UIC TYPE RUBBER VESTIBULE FRAME AND FOOT PLATE ARRANGEMENT TO DRG. NO.RDSO-SK-99057  ALT. 2 ITEM NO.9 TO 14, 18 AND 20 IN  ASSEMBLED CONDITION. MATERIAL AND SPECIFICATION AS PER DRG.","ICF/SK -99057, ITEM NO.9 TO 14 OR LATEST(IN ASSEMBLE CONDITION)"
24,60251308,FOOT PLATE ARRANGEMENT FOR VESTIBULE AS PER T-2-5-602 COL IV ALT D,
99,60251308,"FOOT PLATE AARRANGEMENT TO RDSO'S SK.-99057, ITEM NO.9 TO 18 & 20, ALT. NO-2 (TWO).",
4,60251321,BINDING SHEET VESTIBULE BELO-I,
5,60251321,BINDING SHEET FOR VESTIBULE BELLOWS SPEC:T-2-5-633 ALT-B/3 IS:737-74,
4,60251333,WINDING SHEET FOR BELOGE ICF-I,
5,60251345,BINDING SHEET FOR BELLOWS,
24,60251448,SPECIAL STUD FOR HOLDING DEVICE AS PER T-2-5-702 ITEM 2 ALT A,
24,60251564,RING DIA 2.5X56 AS PER T-2-5-686 ITEM 1,
1,60251783,"HOLDING DEVICE FOR VESTIBULE FOOT PLATE TO DRAWING NO. T-2-5-699 ALT-M/5, COL-III, QTY. 1 NO AND COL- IV, QTY. 1 NO.

MATERIAL AND SPECIFICATION AS PER DRAWING.",
9,60251783,"UIC VESTIBULE FOOT PLATE HOLDING PIN IN  ASSEMBLY OF  1) PIN AS PER RDSO SKETCH NO.-99059,      ALT.2  2) PLAIN WASHERS; 2 NOS.OF SIZE M-20 AS PER IS:2016-1967 WITH AMND.-4 OF OCT 1982. 3) SPLIT PIN DIA 5X36 MM AS PER IS:549-2005 NOTE:- MATERIAL TO LATEST VERSION OF BIS SPECN.",
12,60251783,"HOLDING DEVICE FOR VESTIBULE FOOT PLATE TO ICF DRG.NO.T-2-5-699, ALT-5 AND H.",
16,60251783,"SET OF HOLDING DEVICE FOR VESTIBULE FOOT PLATE (1RH+ 1LH) TO DRG. NO.-T-2-5-699, ALT.-4 & C, ITEM NO. 1 TO 7 IN ASSEMBLED CONDITION.",
6,60251795,ROLLING SHUTTER ASSEMBLY WITH INSIDE OPENING AND INSIDE LOCKING ARRANGEMENT ITEM 1 OF ICF/STD 2-5-004.ALT-K COL.I.,
7,60251795,ROLLING SHUTTERS,
15,60251795,ROLLING SHUTTER ASSLY AC COACH,
15,60251813,"PIN FOR FOOT PLATE BRACKET DRG. NO. T-2-5-724 ITEM- 2, ALT-G/3.",
2,60254085,"SLIDING DOOR LOCK TO ICF DRG NO.MG/SCN-2-5-008,COL.I AND COL.II (LH:RH=1:1) ALT.NO-C/6.",
24,60254085,SLIDING DOOR LOCK AS PER MGSCN-2-5-008 COL I (LH),
99,60254085,"SLIDING DOOR LOCK TO ICF DRG NO.MG/SCN-2-5-008,COL.I AND COL.II (LH:RH=1:1) ALT.NO-C/6.",
24,60254097,SLIDING DOOR LOCK AS PER MGSCN-2-5-008 COL II (RH),
5,60254115,UIC TYPE  RUBBER VESTIBULE.,"MAT SPEC,-RDSO SPEC,-RDSO/2007/CG-05 WITH AMENDMENT SLIP NO.3, CORRIGENDUM-1 OF MAY, 2015."
15,60254115,"ARRANGEMENT OF UIC TYPE RUBBER VESTIBULE TO DRG.NO. RDSO SK 99056 ALT 3 ITEM 2 TO 14 AND 25 AND SPECN.RDSO-2007-CG-05, CORRIGENDUM NO.1 OF MAY-2015 OR LATEST AMENDMENT.",
2,60254127,"UPPER FLANGE OF UIC VESTIBULE BELLOW RDSO'S SK NO.99056 ALT NO.3,CONSISTING OF ITEM NO. 2,5,8 - 13 & RDSO SPEC. NO. RDSO/2007/CG-05 OF JUNE 2007 WITH AMENDMENT SLIP NO.4 IN SEPTEMBER 2015.",SAME AS ABOVE
5,60254814,ROLLER FOR VESTIBULE SUSPENSION,
5,60256021,"FOOT PLATE FOR VESTIBULE/BG DRG.NO.ICF SK-2-5-013, ALT B/3",
2,60256379,"FOOT PLATE ARGT.FOR UIC TYPE RUBBER VESTIBULE TO DRG.NO.ICF/SK-2-5-066,ALT.NO.-'F'. OR LATEST.",
5,60256379,FOOT PLATE ARRANGEMENT FOR DEMU COACH,
6,60256379,"FOOT PLATE ARRANGEMENT FOR VESTIBULE OF ICF/BEML/RCF COACHES TO DRG.NO.ICF/SK-2-5-066, ALT.K/NIL.",
7,60256379,"FOOT PLATE ARRANGEMENT FOR UIC VESTIBULE WITH SUPPORT BRACKET ARRANGEMENT AND  HOLDING PLATE TO RDSO DRG NO:RDSO/SK-99056, ITEMS-15,16,18,19,20 AND 21, ALT:3.",
12,60256379,"FOOT PLATE ARRANGEMENT TO ICF DRG.NO. ICF-/SK-2-5-066, ALT-K, ITEM NO. 1 TO 8 IN ASSEMBLED CONDITION.",
15,60256379,FOOT PLATE ARRANGEMENT FOR UIC VESTIBULE TO ICF SK-2-5-066 ALT-K CONSISTING OF ITEMS 1 TO 8.,
16,60256379,FOOT PLATE ARRANGEMENT FOR ICF TO DRG. NO.-,
99,60256379,"FOOT PLATE ARGT.FOR UIC TYPE RUBBER VESTIBULE TO DRG.NO.ICF/SK-2-5-066,ALT.NO.-'F'. OR LATEST.",
8,60256380,FOOT PLATE ARRANGEMENT,
6,60256422,"UIC TYPE ELASTOMER FLANGE CONNECTION (TOP) FOR INTERCOMMUNICATION BETWEEN PASSENGER COACHES (UIC VESTIBULE BELLOW SET) SUITABLY PACKED IN A PACKING CASE (ITEM.16) ITEMS 1,4,6,7,12,13,14 AND 15 OF ICF/STD-2-5-001, ALT.K/2, COL.II TO RDSO SPEC.NO.RDSO/2007/CG-05, (REV.0 OF JUNE' 07 WITH CORRIGENDUM SLIP NO.1 OF FEB.08, AMENDMENT NO.4 OF SEP.'15 & CORRIGENDUM 2 OF JUNE'15).",
2,60256434,"FIXING ARRANGEMENT FOR ROLLING SHUTTER ASSENBLY ON END CONSTRUCTION TO RCF'S DRG. NO.CC25396,ALT.NO.-'E'. THE ROLLING SHUTTER SHOULD BE PAINTED TO STAIN BLUE ON BOTH SIDES TO IS:8662-2004(2ND REVISION).",
3,60256434,FIXING ARRANGEMENT FOR ROL SHU,
4,60256434,FIXING ARRENGEMENT FOR ROLLER SHUTTER ASSEMBLY TO RCF DRG. NO. CC25396 ALT. D. MATERIAL AND SPECIFICATION AS PER DRAWING.,
5,60256434,ROLLING SHUTTER ASSEMBLY,MATL.SPECN.NO: IS:  6248 :1979 TYPE-0A.
7,60256434,"ROLLING SHUTTER ASSEMBLY TO DRG NO:ICF/STD-2-5-004, ITEM-1, COL.1, ALT:J/5.",
8,60256434,END DOOR LOCKING ARRANGEMENT,
99,60256434,"FIXING ARRANGEMENT FOR ROLLING SHUTTER ASSENBLY ON END CONSTRUCTION TO RCF'S DRG. NO.CC25396,ALT.NO.-'E'. THE ROLLING SHUTTER SHOULD BE PAINTED TO STAIN BLUE ON BOTH SIDES TO IS:8662-2004(2ND REVISION).",
6,60256471,"UIC TYPE ELASTOMER FLANGE CONNECTION (SIDE) FOR INTERCOMMUNICATION BETWEEN PASSENGER COACHES (UIC VESTIBULE BELLOW SET) SUITABLY PACKED IN A PACKING CASE (ITEM.16) TO ITEMS 2,3,5,8,9,11,12,13,14,15&17 OF DRG.NO.ICF/STD 2-5-001.ALT.K/2. COL.II SPEC.NO.RDSO/2007/CG-05, (REV.0 OF JUNE' 07 WITH CORRIGENDUM SLIP NO.1 OF FEB.08, AMENDMENT NO.4 OF SEP.'15 & CORRIGENDUM 2 OF JUNE'15).",
6,60256483,"FOOT PLATE PIN WITH PLAIN WASHER AND SPLIT PIN FOR VESTIBULE OF ICF/BEML/RCF COACHES TO DRG NO.ICF/STD-2-5-005.ITEM-06,07 & 08.ALT-G/4.",
7,60256495,"FLAP DOOR FOR VESTIBULE WITH PRE-LAMINATED SHADED COMPREG COLOUR AND SHADE AS PER RDSO APPROVED SAMPLE  NO.C SP 02 BOTH COL-I AND COL-II CONFORMING TO RDSO SPEC-C-K513, AMEND-5 (FIRM SHOULD PROCURE PRE-LAMINATED SHADED COMNPREG TO RDSO SPECN.C-K513 AMEND-4 FROM  RDSO APPROVED SOURCES ONLY.NECESSARY DOCUMENTS IN THIS REGARD TO BE PRODUCED ALONG WITH SUPPLY OF MATERIAL) TO ICF DRG NO.ICF/SK-2-5-094 COL- 50% AND C0L-II 50%, ALT:A/NIL.",
24,60256501,BRACKET COMPLETE FOR VESTIBULE FOOT PLATE AS PER T-2-5-708 COL.III ALT'B',
24,60256513,BRACKET COMPLETE FOR VESTIBULE FOOT PLATE AS PER T-2-5-727 COL.III ALT'A',
24,60256525,SUSPENSION BRACKET FOR VESTIBULE AS PER T-2-5-639 COL I,
24,60256537,SUSPENSION BRACKET AS PER T-2-5-645 COL I,
2,60256549,"SET OF SEALING RUBBER AND  STOPPER CONSISTING OF 02 ITEMS AS UNDER :  (1) RUBBER PROFILE LENGTH 8 MTRS EACH TO RCF'S DRG.NO. CC56374 ALT NO. NIL, QTY/KIT- 1 NO  (2) DOOR STOP TO RCF'S  DRG.NO. CC63385, ALT NO. NIL, QTY/KIT- 50 NOS.",
5,60256549,"SEALING RUBBER FOR EMERGENCY OPENABLE WINDOW,",MATL. SPEC.- AS PER DRG.
99,60256549,"SET OF SEALING RUBBER AND  STOPPER CONSISTING OF 02 ITEMS AS UNDER :  (1) RUBBER PROFILE LENGTH 8 MTRS EACH TO RCF'S DRG.NO. CC56374 ALT NO. NIL, QTY/KIT- 1 NO  (2) DOOR STOP TO RCF'S  DRG.NO. CC63385, ALT NO. NIL, QTY/KIT- 50 NOS.",
3,60256550,"UIC TYPE RUBBER VESTIBULE DRAWING NO, RDSO/SK-99056 ALT [ 3 ] ITEMS 2 TO 14 AND 25 SPECIFICATION NO. RDSO/2007/CG-05 [ AMNDT-2 ] CORRIGENDUM-1",
4,60256550,UIC TYPE RUBBER VEST,
6,60256550,UIC TYPPE RUBBER VESTIBULE ASS,
7,60256550,"UIC TYPE RUBBER VESTIBULE ASSEMBLY CONFORMING TO RDSO SPECIFICATION NO.RDSO/2007/CG-05,CORRIGENDUM NO.2, AMENDMENT NO.3 AND  TO RDSO DRG NO. SK-99056, ITEMS- 2 TO 14 AND 25 OF ALT-3.",
9,60256550,"UIC TYPE RUBBER VESTIBULE ARRANGEMENT TO RDSO DRG. NO-SK.99056 ALT.3.ITEM NO.2 TO 14,25 AND RDSO DRG.NO.SK. 99057,ATL-2,ITEM NO.8.AND CONFIRMING TO RDSO SPECN.NO.RDSO/2007/CG-05,AMND.SLIP NO.5 OF AUGUST 2016. NOTE:THE VESTIBULE RUBBER UNIT SHOULD BE IN  ASSEMBLED CONDITION. MATERIAL FOR LOCKING PLATE TO IS:2062-2011 WITH AMND-1 OF NOV-2012, E 250 QUALITY ""A"" IS ACCEPTABLE.",
12,60256550,"SET OF UIC TYPE RUBBER VESTIBULE ARRANGEMENT TO RDSO DRG. NO. RDSO/SK-99056.ALT-3, ITEM 2 TO 14 AND 25 IN ASSEMBLED CONDITION CONFIRMING TO RDSO SPEC. NO. RDSO/2007/CG-05 [CORRIGENDUM SLIP NO.1 OF FEB-2008] ALONG WITH AMDT. SLIP.NO.1 OF JAN-2010 & AMDT.SLIP NO.2 OF MAY-2011.",
13,60256550,UIC RUBBER VESTIBULE ARRANGEMENT BG  TO RDSO DRG.NO.  SK-99056 WITH ALT.-3 ITEM NO.-2 TO 14 AND 25. MATERIAL AND SPECIFICATION SHOULD  CONFIRMING TO RDSO STR NO.-RDSO/2007/CG-05 WITH CORRIGENDUM SLIP NO. 1 OF FEB.08 AND AMENDMENT NO.01 OF .JAN 10 AND  AMENDMENT NO.02 OF SEPT 11.AMENDTMENT NO 3 OF APRIL 2015.,
14,60256550,"UIC TYPE ELASTOMER FLANGE CONNECTIONS FOR INTER-COMMUNICATION BETWEEN PASSENGER COACHES TO SPEC. NO. RDSO/2007/CG-05 (WITH 4 AMENDMENTS, LAST AMENDMENT SLIP NO.4 ISSUED IN SEPTEMBER-2015,CORRIGEMDUM SLIP NO. 1 OF FEB-08, CORRIGENDUM-1 OF MAY-2015 & CORRIGENDUM-2 OF JUNE-2015). DRAWING NO. SKETCH-99056 (ALT. 3) & 99057 (ALT.2).",
16,60256550,"SET OF UIC TYPE RUBBER VESTIBULE ARRANGEMENT TO RDSO DRG. NO.- RDSO/SK-99056, ALT.3 OR LATEST, ITEM 2 TO 14 & 25 (ITEM 2 TO 14 & 25 IN ASSEMBLED CONDITION) CONFIRMING TO RDSO SPEC. NO.RDSO/2007/CG-05 (CORRIGENDUM SLIP NO.2 OF  JUNE-2015 ALONG WITH AMENDMENT-4 OF SEPTEMBER-2015.",
5,60256562,FIXED SHUTTER FOR WINDOW OF NAC.,MAT.  SPECIFICATION - AS PER DRG.
5,60256574,"COMPLETE SLIDING DOOR ARRANGEMENT,",MAT. SPECIFICATION - :AS PER DRG.
5,60256586,GLASS SIZE (5 X453 X 783)FOR SLIDING DOOR WITH FIXING RUBBER FOR GLASS L=2400,RDSO SPECIFICATION NO:
1,60257001,"REPLACEABLE SPARES OF ROLLINNG SHUTTER IN SET [CONSISTING OF 3 ITEMS]. [1] CURTAIN ASSEMBLY OF ROLLING SHUTTER FOR 35.5 INCH WIDTH, 32 NOS OF FULL LATCH AND 02 NOS LOCKING SMALL LATCH [FOR LOCKING WITH DRUM ASSEMBLY] AS PER IS:6248. QTY PER SET-12 NOS. [2] LOCKING PLATE [ONLY INSIDE LOCKING] SUITABLE FOR 35.5 INCH WIDTH CURTAIN AS PER IS: 6248, QTY PER SET-18 NOS. [3] DRUM SPRING WITH COVER ASSEMBLY SUITABLE FOR 35.5 INCH WIDTH AND 32 NOS FULL LATCH ROLLING SHUTTER AS PER IS: 6248, QTY PER SET-02 NOS.",
2,60257013,"SET OF UIC TYPE RUBBER VESTIBULE  COMPONENTS TO RDSO'S SK-99056, ALT. NO.3 OR LATEST, EACH SET CONSISTING OF ITEM NO.2 TO 14,18 & 25  AND RDSO'S SPECN. NO.RDSO/2007/CG-05 OF JUNE 2007( WITH CORRIGENDUM SLIP NO. 1 OF FEB-08) WITH ALL 03 AMENDMENTS (LAST AMENDMENT SLIP NO. 3 ISSUED ON APRIL 2015 WITH CORRIGENDUM NO. 1 OF MAY 2015) OR LATEST.",
8,60257013,"UIC TYPE RUBBER VESTIBULE TO RDSO'S SK.99056, ALT. 3, ITEM 2 TO 14 & 25. MATL. & SPECN.: AS PER DRAWING  AND CONFIRMING TO SPECIFICATION NO. RDSO/2007/CG-05/JUNE'2007. CORRIGENDUM SLIP NO.-1/2008.AMENDMENT SLIP NO.2/2011.",
11,60257013,"UIC TYPE ELASTOMER FLANGE CONNECTIONS FOR INTER CONNECTIONS FOR INTER-COMMUNICATION BETWEEN PASSENGER COACHES, TO DRAWING/SPECIFICATION RDSO/2007/CG-05 (WITH CORRIGENDUM SLIP NO.1 OF FEB 08 & AMENDMENT NO.1 OF JAN 10), RDSO/SK-99056, ALT.NO.3, ITEM NO-2 TO 14 & 25.",
24,60257013,VESTIBULE ARRANGEMENT (UIC TYPE ) TO C-8812. AS PER CC25220 ALT H,
99,60257013,"SET OF UIC TYPE RUBBER VESTIBULE  COMPONENTS TO RDSO'S SK-99056, ALT. NO.3 OR LATEST, EACH SET CONSISTING OF ITEM NO.2 TO 14,18 & 25  AND RDSO'S SPECN. NO.RDSO/2007/CG-05 OF JUNE 2007( WITH CORRIGENDUM SLIP NO. 1 OF FEB-08) WITH ALL 03 AMENDMENTS (LAST AMENDMENT SLIP NO. 3 ISSUED ON APRIL 2015 WITH CORRIGENDUM NO. 1 OF MAY 2015) OR LATEST.",
8,60257025,"FOOT PLATE ARRANGEMENT FOR UIC VESTIBUL TO DRSO'S SK 99057, ALT. -2, IT.9 TO 14,18 AND 20 IN ASSEMBLED COND. MATL. AND SPECN.: AS PER DRAWING.",
9,60257025,"""VESTIBULE SLIDING DOOR SUSPENSION ARRANGEMENT TO ICF DRG NO SCN-2-5-005 ALT 3.""",T25152 ITEM 1-8
11,60257025,FOOT PLATE ARRANGEMENT FOR ROB,
13,60257025,V E STBULE SLIDING DOOR SUSPEN,
1,60257037,"PIN [DIA 35 X 70 ] FOR UIC VESTIBULE TO RDSO'S SK. NO. 99059, ITEM NO.1, ALT-2. 

MATERIAL AND SPECIFICATION AS PER DRAWING.",
2,60257037,"PIN DIA  35 X 70  FOR UIC VESTIBULE TO RDSO'S SK.NO. 99059, ITEM NO.1, ALT. NO.2 (TWO) OR LATEST.",
3,60257037,"PIN FOR UIC VESTIBULE DRG NO.:-RDSO/SK-99059,ALT.[2] ITEM-1",
8,60257037,"HOLDING DEVICE FOR FOOT PLATE TO DRAWING NO.RDSO'S SK.99056, ALT.3, IT. 18. MATERIAL/SPECIFICATION: AS PER DRAWING.",
9,60257037,FRONT FRAME FOR VESTIBULES WITH REVETTED CONSTRUCTION TO  DRG.NO.ICF/SK-205-018 ALT-L/2,T.2-5-183
13,60257037,PIN (FOR UIC VESTIBULE) TO RDSO DRG NO SK-99059 ALT.2  MATERIAL AND SPECIFICATION AS PER DRG.,
24,60257037,FOOT PLATE ARRANGEMENT ( FOR UIC VESTIBULE ) AS PER EM25100 ALT 'A',
99,60257037,"PIN DIA  35 X 70  FOR UIC VESTIBULE TO RDSO'S SK.NO. 99059, ITEM NO.1, ALT. NO.2 (TWO) OR LATEST.",
2,60257049,BRACKET FOR FOOT PLATE HOLDING DEVICE TO RCF'S DRG.NO. CC-25278 ALT.NO.-NIL OR LATEST.,
8,60257049,"FOOT PLATE HOLDING BRACKET TO RDSO'S SK-99057,ALT.-2,ITEM-17.MATL. AND SPECN.: IS:2062-2011.E 250 C.",
13,60257049,"FOOT PLATE HOLDING BRACKET TO DRG. NO.SK-99057 ALT.2, ITEM NO 17. MATERIAL AND SPECIFICATION AS PER DRAWING.",-
99,60257049,BRACKET FOR FOOT PLATE HOLDING DEVICE TO RCF'S DRG.NO. CC-25278 ALT.NO.-NIL OR LATEST.,
8,60257050,"PIN COMPLETE ASSEMBLY CONSISTING OF 3 ITEMS :- A)PIN, B) WASHER & C)SPLIT PIN. TO RDSO'S SK.99056, ALT. 3, ITEM 19, 20 AND 21.  MATL.AND  SPECN.: AS PER DRAWING.",
11,60257050,PIN COMPLETE ASSEMBLY FOR VIC,
8,60257062,"UPPER FLANGE RUBBER VESTIBULE ARRANGEMENT. S.E.RAILWAY'S DRAWING NO. KGP-1984, ALT.1, ITEM 1, 3, & 4 DULY ASSEMBLED WITH LOCKING PLATES AS PER RDSO'S SK. NO.99056, ALT. 3, ITEM 8, 9, 10, 11, 12 & 13 AND REQUIRED FASTENERS FOR ASSEMBLY. MATL. & SPECN. : AS PER DRAWING AND CONFIRMING TO SPECIICATION NO. RDSO/2007/CG-05/JUNE'2007, CORRIGENDUM SLIP NO.-1/2008.",
24,60257074,VESTIBULE ARRGT. (UIC TYPE) FOR MG DEMU COACHES AS PER MT25100 ALT NIL,
24,60257086,SPRING PLATE AS PER CC25233,
24,60257098,LOCKING PLATE (TOP) AS PER CC25230 ALT A,
24,60257116,SPECIAL BOLT DIA 35X108 AS PER CC25279 ALT 'A',
7,60257128,"SET OF SIDE FLANGES RH & LH FOR UIC TYPE RUBBER VESTIBULE CONFORMING TO RDSO SPECIFICATION NO.RDSO/2007/CG-05, CORRIGENDUM NO.2, AMENDMENT NO.3, CONSISTING OF 11 ITEMS. 1) LATERAL SIDE FLANGE (RIGHT SIDE) TO DRG NO:SK-99056 ALT:3,ITEM-3 QTY/KIT 1NO. 2) LATERAL SIDE FLANGE (LEFT SIDE) TO DRG NO:SK-99056 ALT:3,ITEM-3 QTY/KIT 1NO. 3) RUBBER PACKING 6X75X1950 TO DRG NO:SK-99056 ALT:3,ITEM-4 QTY/KIT 2 NOS. 4) LOCKING PLATE TO DRG NO:SK-99056 ALT:3,ITEM-6 QTY/KIT 2NOS. 5) LOCKING PLATE TO DRG NO:SK-99056 ALT:3,ITEM-7 QTY/KIT 2 NOS.",
24,60257128,LOCK NUT 14X19 6X39.2 AS PER CC25287ALT NIL',
24,60257130,BRACKET FOR HOLDING CONNECTING COMPONENTS AS PER CC25276 ALT 'NIL',
14,60257141,"FLAP DOOR CHAINLESS COTTER TO IRS'S DRG.NO.W/DW-297, ALT-1.   MATERIAL & SPECIFICATION AS PER DRAWING.",
1,60257153,HOLDING DEVICE FOR VESTIBULE FOOT PLATE TO DRG NO T-2-5-699 ALT.J/4.COL III ALT 'M'-1NO AND COL IV 'M'1NO,
3,60257165,"BASE FOR U/C TYPE RUBBER VESTIVULE  FOOT PLATE DRAWING NO.RDSO/SK-99057,ALT[2] ITEMS-15,16 AND17 {DULY WELDED]",
9,60257165,UIC VESTIBULE FOOT PLATE ASSEMBLY ITEM NO.9 TO 20 EXCEPT ITEM NO.19 OF DRG. NO.SK - 99057,DRG.NO.SK-99057
3,60257177,VESTIBLUE FOOT PLATEARRANGMENT,
15,60257190,FIXING ARRANGEMENT OF ROLLING SHUTTER ASSEMBLY TO DRG NO.ICF/STD-2-5-004 COL.I ALT G ITEM NO.1.,
2,60257207,"STOPPER FOR BODY SIDE DOOR TO SK. NO 56/2004, ALT.NO.NIL.",
99,60257207,"STOPPER FOR BODY SIDE DOOR TO SK. NO 56/2004, ALT.NO.NIL.",
3,60257219,HASP (50MM) FOR SLIDING DOOR (PARCEL VAN) ORG NO.  C&W/AMV/1288/89 ALT (NIL),
6,60257256,CLOSING BRACKET,
1,60257268,"SET OF SUPPORT FOR VESTIBULE FO0T PLATE ONE SET CONSISTING OF 01 NO LH AND O1 NO RH.ICF DRG. NO. ICF/STD-1-0-038, ALT-D/NIL. MATERIAL SPECIFICATION AS PER DRG.",
8,60257270,"LATERAL SIDE PANEL (LH)  RUBBER VESTIBULE ARRANGT.AS PER DRG.NO.SE/KGP-1984,ALT-1,ITEM NOS.2&5 DULY ASSEMBLED WITH LOCKING PLATES AS PER RDSO'S SK.NO-99056,ALT-2,ITEM NOS-6,7,14 7 25 DULY ASSEMBLED WITH REQUIRED FASTNERS FOR ASSEMBLY.",
8,60257281,"LATERAL SIDE FLANGE (LH)FOR UIC TYPE RUBBER VESTIBLE(SIZE 8X720X1990 MM)TO S.E.RLY. DRG.NO.KGP-1984,ALT-1,IT-2 & 5 DULY ASSEMBLED WITH LOCKING PLATES AS PER RDSO'S SK-99056,ALT.3, IT.6,7,10,11,12,14 & 25. AND REQUIRED FASTNERS FOR ASSEMBLY.
MATL.& SPECN.:AS PER DRAWING WITH LATEST SPECIFICATION AND CONFIRMING TO SPECIFICATION NO.RDSO'S SPECN.NO.RDSO/2007/CG-05/JUNE'2007,CORIGENDUM SLIP NO.1/2008.",
13,60257293,"ANGLE FOR PLATE OF UIC TYPE RUBBER VESTUBLE FRAME TO RDSO DRG. NO. SKETCH-99057 ALT. 2, ITEM NO. 7. MAT. & SPEC. AS PER DRG.",
12,60257300,"WATER TANK STOPPER MIDDLE FOR COACHES. DGR. NO.CRW/SK-253, ALT-2.",
12,60257311,"ROLLING SHUTTER [CURTAIN] AS PER DRG.NO. CRW/SK-832 IT-1,10,11,& 12 IN ASSEMBLED CONDITION.",
7,60257347,VESTIBULE BELLOW STEEL,
24,60258017,"UIC VESTIBULE ARRANGEMENT COMPLETE AS PER UY25240 AND ITEM NO. 10 TO 23 & 29,30 TO BE SUPPLIED IN LOOSE CONDITIO",
24,60258029,FOOT PLATE ARRGT. FOR HIGH SPEED RAKE AS PER HA25100 ALT A,
24,60258030,BASE PLATE ASSEMBLY (RH) FOR UIC VESTIBULE AS PER UY25232 ALT A,
24,60258042,BASE PLATE ASSEMBLY (LH) FOR UIC VESTIBULE AS PER UY25233 ALT A,
24,60258110,HANDLE L=30 AS PER HE25112 ALT NIL,
24,60258121,DOUBLE LEAF DOOR ARRGT. AS PER CC25441 ALT A PACKING INSTRUCTION NO.PI012 PART DRG. AS PER LIST NO. :4132 DT.27/12/93,
24,60258133,DOUBLE LEAF DOOR FOR MGA2T AS PER MW25100,
24,60260011,SPECIAL DESTINATION BOARD AS PER CC26235 ALT. 'A',
3,60260012,"ENTRANCE HAND RAIL TO ITEM-1,2 & 5 OF ICF DRAWING  NO. T-2-6-600 ALT ( Z ) & ( 29 ) OR LATEST. MATERIAL AND SPECIFICATION AS PER DRAWING & PART DRAWING MENTIONED THERE ON.",
8,60260012,"ENTRANCE HAND RAIL WITH FIXING ARRANGEMENT TO ICF'S DRG. NO. ICF/STD-2-6-001 ALT.- L/2,ITEM-15,16,17 MATL. & SPECN. AS PER DRAWING .",
11,60260012,HAND RAIL CNTRANCE,
