"ITEM_CODE","DESCRIPTION"
"3098","Set of Brake Drum Cast Iron for EOT Cranes. Detailed Descrption:- 1 Brake Drum 250mm dia suitable for 15 Ton EOT Cranes Qty/Kit: 04 Nos. 2 Brake Drum 200mm dia suitable for 7.5 Ton EOT Cranes. Qty/Kit: 04 Nos. Make: REVA/SAICO/GARLICK/SHRUSHTI Note:- OEMS or authorized dealer only should quote along with authorization certificate. Firms should mention details of make/model of the item and shall enclosed the relevant technical leaflet. ."
"3098","Bracket for Safety Rope to Drg.No.CG-11088, Alt-Nil."
"3098","Stabilizing Valve to Escorts Part No: 3A47492/1 suitable for Escorts Make: Electro Pneumatic Brake Valve."
"3098","Compartmnt Door Glass Item 2 of RCF Drg. No.CC 56408. Detailed Description : Glass 8 x 420 x 900 for Compartment Door with grill for AC sleeper coaches to RCF Drg. No. CC 56408, Item 2, Alt-d."
"3098","Set of Brake Drum Cast Iron for EOT Cranes. Detailed Descrption:- 1 Brake Drum 250mm dia suitable for 15 Ton EOT Cranes Qty/Kit: 04 Nos. 2 Brake Drum 200mm dia suitable for 7.5 Ton EOT Cranes. Qty/Kit: 04 Nos. Make: REVA/SAICO/GARLICK/SHRUSHTI Note:- OEMS or authorized dealer only should quote along with authorization certificate. Firms should mention details of make/model of the item and shall enclosed the relevant technical leaflet. ."
"3098","Nitrile Rubber O Ring size: 17 x 4mm Acceptance of O ring is subject to Lab Test at LGD for Nitrile Rubber of Qty-10 Nos from supplied material ."
"3098","Kit Fuel Filter with Ring to Cummins Part No: Kit 3238493. One Kit consists of 1 No. Filter and 1 No. Ring . Make: Fleet Guard/ Cummins. OEM/OEM Authorized dealers of RDSO Approved Sources to quote ."
"3098","Washer for Dellner Coupler to Part No. 1004159."
"3098","Stop Cleat for Deller Coupler to Part No. 1006203."
"3098","Support Beam for Dellner Coupler to Part No. 1020214."
"3098","Nut for Dellner Coupler to Part No. 1004295."
"3098","Slide Pad for Dellner Coupler to Part No. 1020222."
"3098","Lock for Dellner Coupler Part No. 1030962."
"3098","Support Pin for Dellner Coupler to Part No. 1030606."
"3098","Key for Dellner Coupler to Part No. 1036673."
"3098","Support Device for Dellner Coupler to Part No. 1011452."
"3098","Washer Nord Lock for DELLNER COUPLER. Oems or authorised dealer to supply. Full descrption :- a Washer N-L, A4, 13 x 19.5 x 2.2 Stainless Steel EN 1.4404 AISI 316L Qty: 08 Pairs. b Washer N-L, A4, 10.3 x 16 x 2.2 Stainless Steel EN 1.4404 AISI 316L . Qty: 08 Pairs. c Washer N-L, Zinc. Plated 17 x 30.7 x 3.2 EN 1.7182 . Qty: 48 Pairs."
"3098","Support for Dellner Coupler to Part No. 1020218."
"3098","TRAMMELING GAUGE Measuring range -1950 to 2300 mm and 2850 to 3200mm Accurancy - 1.00 mm. Suitable for CASNUB BOGIES. With calibration certificate valid for one year from the date of supply from Govt.Approved laboratories"
"3098","Canon digital A3 photo copier. model : CANON IR 2002 . speed :20CPM COPY/PRINT Memory :128MB RAM Paper Capacity : 1 x 250 sheets,100 sheets by - pass trey. Zooming : 25 percent to 400 percent . Display : Five Line Display."
"3098","SHIM OF THICKNESS 03 MM WITH IS : 8500 STANDARD SHEET AS PER DRG.NO. SAB A4 7270627 SUITABLE FOR CBC."
"3098","Wire brided rubber hose 1/2 x 760 mm long with end fittings of 3/4 BSP female swivel 1 nut both sides suitable adopters specification no.SAE 100R5C, Make: Poly hose or super seal or parker"
"3098","Cleaning Agent for berth rexene of Brand : TASKI R7 of johnson Diversy or collin or OC neutral cleaner of ECO lab. specification : Density @ 25 degree C, 0.95 - 1.07 g/cm3 PH value at 1 percent , sol : 7-8."
"3098","INDICATION FRAME AS PER DRG.NO..SC/DIV/C and W/IND/01 and 02 MADE OF 0.8MM THICK DULY POWDER COATED ON MS SHEET INSIDE and OUTSIDE AS PER DRAWING."
"3098","TISSUE PAPER HOLDER FOR WESTERN TOILET. MAKE WATERTEC/PRAYAG ONLY. MATERIAL : PVC ONLY."
"3098","Polythene Garbage cover of size: 24inch x 36inch above 40 microns thickness. Specification: as per CPCB AND APPCB Guide lines."
"3098","Later 7 1/2 Disposable hand gloves to IS : 13422 thickness : 0.10mm. MAKE : Nulife or similar."
"3098","Top Liner Part No. 298688 suitable for Coil Spring Shot Blasting Machine Model : 1036RA108, Make: NESCO."
"3098","Window Guide moulding with Latch to LGD Drg. No. SCR/LGD/J and T Drg. No. A3-3487, Alt-Nil."
"3098","Top Liner Part No. 298688 suitable for Coil Spring Shot Blasting Machine Model : 1036RA108, Make: NESCO."
"3098","Polythene garbage cover of size 60CM X 81CM of thickness above 40 micron.and specification as per CPCB and AP PCB bundle each roll consist f 15 bags."
"3098","Set of Studs required for Electropneumatic Brake system consisting of 5 items confirming to IS: 1862-1975 Re affirmed 2006 as per deatiles herein:- 1 Galvanized stud M8 x 100 x 1.5mm pitch with nut and washer, Qty: 01 Set, 2 Galvanized Stud M6 x 65 x 1.0mm pitch with nut and washer, Qty: 01 Set., 3 Galvanized Stud 5/16 x 1 1/4th x 18 TPI with nut and washer, Qty: 01 Set., 4 Galvanized stud 3/8 x 1/2 x 16 TPI pitch with nut and washer, Qty: 01 Set., 5 Galvanized Hex. Head H.T Bolt with nut and washer Half Thread 8.8., Qty: 01 Set."
"3098","1/2 Soft Seated check valve Straight type to Escorts Part No. 3KB 591, or to FTIL Drg.No. 04702555 or to WSF Drg.No. A-83288/1 or to KBI Drg.No. C152968, as per ICF Spec No. ICF/SK-10-2-420, Rev. No. 2."
"3098","Repair Kit for drain valve to FTIL Part No. 130-002A consisting of 9 items as per annexure attached."
"3098","Luggage Rack Complete to ICF Drg.No. ICF/MRVC/M-6-2-002, Col-II, Alt- g ,"
"3098","S.S. Sink with Drain Board 1.2 t x 457 x 1055 for Pantry cars to ICF Drg. no. WCB-6-4-122, Item-15, alt-x."
"3098","S Trap assembly as per Drg.No. CWM/M/JU/SK 1174a."
"3098","Rear Cover Assembly Table for Wheel Shop to Drg. No, J and T/A4/LGD-SK No. 3670 To material AISI304 Duly buffed and Polished ."
"3098","Wheel Press Inspection Stand for Wheel Shop To rg. No. J and T/A4/LGD-SK No. 3669 To Material AISI304 Dult buffed and Polished."
"3098","Cleaning Agent for berth rexene of Brand : TASKI R7 of johnson Diversy or collin or OC neutral cleaner of ECO lab. specification : Density @ 25 degree C, 0.95 - 1.07 g/cm3 PH value at 1 percent , sol : 7-8."
"3098","Polythene Garbage cover of size: 24inch x 36inch above 40 microns thickness. Specification: as per CPCB AND APPCB Guide lines."
"3098","Packing Ring 13MM Thick for 20T Axle Bogies confirming to RDSO Spec. No. C-9703 and to LGD Drg.No. C and W. LGD.SK.NO. 0922. Item-1, Alt. Nil."
"3098","Common pipe bracket assembly complete along with CR to Escorts part No. 206 or to KBI Part No. KD-206 or to FTIL Part No. 620002000 or to SIL Part No. 08210622 suitable for mounting DV. INSPECTION: BY RDSO."
"3098","Safety Rail to RCF Drg.No. LW 61230 Alt.d."
"3098","Auxilary Air Reservoir 150 Liters Capacity for main line ICF Coaches to RDSO Drg. No. CG-K4026, Alt.1 and material Specn. IS: 2062, FE410WB, Confirming to RDSO Spec No. C-L407 Rev-02 . Note:-Procured from RDSO vendors of Auxilary Reservoir 100 Ltrs/75 Ltrs/200 Ltrs."
"3098","1/2 inch Isolating Cock with vent special handles to M/s. Escorts part No. 3KB 1089 Alt 02 or to M/s. WSF Part No. IB - 70372/2 or similar as per ICF Specification No. ICF/SK-10-2-420. Rev No.2."
"3098","Lavatory Window arrangement with Non-Lifting type FRP Banjo shutter to ICF/SK 5-5-018, Col-IV, Alt-q/2 except items 3,4 and 13 colour of Glass shutter frame shall be Satin blue of shade No. 177 of IS: 5-2007 Colour of Window guide sill and cross member shall be of smoke grey to Shade No. 692 of IS: 5-2007."
"3098","Lan extender SHDSL type with LAN and WAN port. Make : ZYXEL/CISCO/D-LINK/MROTEK Specifications: 1. SHDSL multirate modem transport with 4 No.s 10/100 Ethernet interface with RJ-45. 2. High speed HDSL transport over single twisted copper pair of telephone cable. 3. HDSL WAN Multirate 144 Kbps to 11.4 Mbps 4. Bridging and routing capabilities 5. 10,000 address LAN tables 6. Automatic LAN table learning and aging 7. Supports up to 5 KMS"
"3098","BOTTLE JACKS 35 TON SPECIFICATIONS : 1. LIFTING CAPACITY : 35 TON. 2. LIFT : 125 - 130 MM. 3. CLOSED HEIGHT : 250-260 MM. 4. BASE SIZE : 210-220 MM X 200 - 210 MM. 5. RAM DIA 75 MM - 80 MM, SHOULD BE MAD OF EN - 9 HIGH GRADE ALLOY STEEL. PISTON SURFACE SHOULD BE CHROME PLATED UP TO 50 MICRONS. 6. BODY DIA : 140-150, SHOULD BE MADE OF EN- 19 HIGH GRADE ALLOY STEEL. CYLINDER FINISHING SHOULD BE H8. 7.WORKING PRESSURE SHOULD BE 700 BAR. 8. OPERATION BY HAND. ALL OTHER PARAMETERS ARE AS PER IS : 4552 - 2 1993 JACKS SHALL BE FROM BEMCO/MARWAHA/LUKAS/MFD/CRIMPWEL/VANKOS MAKES ONLY."
"3098","HYDRAULIC JACKS 15 TON. SPECIFICATIONS : 1. LIFTING CAPACITY : 15 T DOUBLE ACTING. 2. LIFT : 125 - 130 MM. 3. CLOSED HEIGHT : 250-260 MM. 4. BASE SIZE : 160-180 MM X 160 - 180 MM. 5. RAM DIA 55 MM - 65 MM, SHOULD BE MAD OF EN - 9 HIGH GRADE ALLOY STEEL. PISTON SURFACE SHOULD BE CHROME PLATED UP TO 50 MICRONS. 6. BODY DIA : 100-120, SHOULD BE MADE OF EN- 19 HIGH GRADE ALLOY STEEL. CYLINDER FINISHING SHOULD BE H8. 7.WORKING PRESSURE SHOULD BE 600-700 BAR. 8. OPERATION BY HAND. ALL OTHER PARAMETERS ARE AS PER IS : 4552 - 2 1993 JACKS SHALL BE FROM BEMCO/MARWAHA/LUKAS/MFD/CRIMPWEL/VANKOS MAKES ONLY."
"3098","SINGLE WAGON TEST RIG AS PER DRG.No.3KB 1944 AND OTHER SPECIFICATION ATTACHED."
"3098","Battery charger. specifications : 1. The charger shall be suitable for charging of the batteries provided in fork lift truck/ lister truck. 2.operating voltage out put : 12v DC, Charging capacity : 0 to 50 A DC, 2 batteries of 12 volts each, input voltage : 230-250v, single phase, 50 Hzs 5 - 10 A, heavy duty. 3.ammeter 0-50A, volt meter 0-250v. 4. the ammeter and volt meters shall be AC/ DC ISI marked. 5. make : AEC/APEX/VOLTAS/GODREJ/TECHNO-MAX."
"3098","SINGLE WAGON TEST RIG [AS PER DRG No.3KB 1944 AND OTHER SPECIFICATION ATTACHED."
"3098","Hydrants securing arrangement for watering of coaches as per item no.1,2,3 and 4 OF DRAWING NO. SCR/C and W/SK.No.1210.Drawing enclosed."
"3098","Supply and installation of 24 Port fast ethernet manageable layer 2 switch with 02 No.s of Gigabit ethernet combo ports 10/100/1000 Mbps with two suitable SFP slots modules should support POE Make: CISCO/JUNIPER/D-Link/Net Gear/ Linksys/Brocade"
"3098","Split Pin for supporting device for main support pin dia 5 x 40 to IS: 549."
"3098","Brush Plate to BOSCH Part No. 2609120356, Model No. GBM 10 RE, 3601 D735KO Make: BOSCH or Equivalent. Item to be procured from authorised dealers of tools and equipment . Note: One sample to be got approved before bulk supply."
"3098","Hose clips for Hose Pipe of oxygen and D.A. of Esab make. Make: Esab or ador fontech or equivalent."
"3098","Kit for Relay consisting of 12 items for Distributor Valves KE Type as per the part list enclosed at Annexure-I. Note:-RDSO Approved sources of Distributor valve only need to quaote and Material Inspection by RDSO."
"3098","Cylinder with Cap Assembly for 22PC. Power Contractor Use for BHEL-DEMU Power Car. Drg. No. BHEL. Drg.No. 15801130009P1. Fig.Ref.CO22.CS.No.CCS 1263. OEM/Authorized dealers only to quote ."
"3098","Turn Over Catch for single seat back rest cum berth to LGD Drg.No. SCR/C and W/Sketch No. 0643 Component to be powder coated with smoke grey shade ."
"3098","S.S. Litter Bin Below Outside wash basin to to Drg.No. ICF/SK-3-6-4-035 Col-I Alt-Nil."
"3098","S.S. Litter Bin Below Outside wash basin to to Drg.No. ICF/SK-3-6-4-035 Col-I Alt-Nil."
"3098","Industrial Boiler Suit with Buttons and Full sleeves, Colour: NAVY BLUE: 50 percent L and 50 percent XL:-Size . Make: MIDAS, ROTECTOR, UDYOGI, NFC or BRIGHT APPAREL only. Note:- 1 Offers not mentioning the make from above makes will be passed over. 2 Offers of OEM s or authorised dealers enclosing valid dealership certificate only will be considered."
"3098","Nylon washer to drawing No ICF/SK-3-5-263 item No.2. Drawing attached."
"3098","S.S.Dust bin for Bio-Toilet to ICF Drg.NO: ICF/SK-3-6-3-137, Col-I alt-a."
"3098","Aluminium inner frame for double sealed window for AC coaches as per Drg.No. ICF/SK-5-4-274 Alt.k. Item 2."
"3098","Aluminium inner frame for double sealed window for AC coaches as per Drg.No. ICF/SK-5-4-274 Alt.k. Item 2."
"3098","Toilet door rubber stopper as per Drg No. ICF/STD-6-3-018."
"3098","Stainless Steel Air Reservoir 150 Ltrs. For EMU-MMTS Coaches to ICF Drg.No. ICF/STD-3-5-066. Col-I, Alt-a. Note:-To be procured from ICF Approved vendors only."
"3098","Holding Frame for Sealed Door Window Arrangement to RCF DrgNo CC 53105 Alt.C"
"3098","BRASS BALL VALVE OF SIZE : 25-mm. SCREWED FEMALE ENDS,LEVER OPERATED. MAKE : ZOLOTO/ HB AND LEADER. ONLY. SPECIFICATION FOR BRASS BALL VALVE - 25 mm. 1 NAME OF THE PART : STEM, MATERIAL:FORGED BRASS. SPECIFICATION : IS 6912 Gr. FLB. 2 NAME OF THE PART : NUT, MATERIAL :CARBON STEEL. SPECIFICATION : IS 1367. 3 NAME OF THE PART : WASHER, MATERIAL : CARBON STEEL. SPECIFICATION : IS 1367. 4 NAME OF THE PART : LEVER, MATERIAL : CARBON STEEL, SPECIFICATION : IS 2062. 5 NAME THE PART : BODY GLAND, MATERIAL.FORGED BRASS.SPECIFICATION : IS : 6912. Gr FLB. 6 NAME OF THE PART : GLAND PACKING, MATERIAL PTFE SPECIFICATION,BS EN:12086-1. 7 NAME OF THE PART : BALL, MATERIAL : FORGED BRASS, SPECIFICATION : IS : 6912 Gr.FLB. 8 NAME OF THE PART : BODY SEAT RING, MATERIAL : PTFE, SPECIFICATION : BSEN 12086-1. 9.NAME OF THE PART : BONNET, MATERIAL : FORGED BRASS, SPECIFICATION IS : 6912Gr.FLB. WARRANTY : MINIMUM 6 MONTHS."
"3098","WET and DRY MANUAL MOP 50cm AND ADJUSTABLE TELESCOPIC POLE HANDLE ALUMINIUM POWDER COATED WITH BLENDED SYNTHETIC AND COTTON YARN INSET MAKE ROOTS EZEE CLEAN PART NO.559260002 or SIMILAR AS PER SPECIFICATION ATTACHED."
"3098","Connection Block Rod Side complete With Quick Coupler. Ref No : V84072/4616."
"3098","Anchor Link to ICF.Drg.No.T-0-7-603. Col-1. Alt-A/15."
"3098","SUPPLY INSTALLATION and COMMISSIONING OF RO PLANT OF 50 LPH SIMILAR TO ROPURE BRAND, 7 STAGE PURIFICATION RO WITH UV SYSTEMS IN SS SKID. SPECIFICATION ATTACHED."
"3098","OVERHAULING KIT OF 5 ITEMS, ITEM NO : 3 - 2 NOS, ITEM NO : 05-01 NO, ITEM NO : 7-01 NO, ITEM NO : 9-3 NO, ITEM NO : 12-01 NO. FOR ESCORTS DRG NO : LOAD SENSING DEVICE - III 3EB. 6280 FOR LOAD SENSING DEVICE AS PER DRAWING ENCLOSED."
"3098","Pad lock one time lock made of hard plastic moulded rectangular CUBOID with internal permanent locking arrangement for steel rod as per drawing. No. SSE/C and W/SC/SK- 001."
"3098","OVERHAULING KIT OF 5 ITEMS, ITEM NO : 3 - 2 NOS, ITEM NO : 05-01 NO, ITEM NO : 7-01 NO, ITEM NO : 9-3 NO, ITEM NO : 12-01 NO. FOR ESCORTS DRG NO : LOAD SENSING DEVICE - III 3EB. 6280 FOR LOAD SENSING DEVICE AS PER DRAWING ENCLOSED."
"3098","200mm cast Iron strainer T Type with flanged ends of Kranthi make or similar. As per IS : 2373/1981. 1. Vane wheel type water meter is required. 2. Provision for locking not required. 3. Cyclometer type or combination of pointer and counter type. 4. Frost protection not Required. 5. Strainer not required. 6. Wiper not required. 7. Dry dial type water meter is required."
"3098","Axle Shield for TM-4601 AZ/BX as per BHEL Drg.No. 14391441002V00 suitable for DEMU Power Car/Tower car. Makes:-BHEL/Inder Engineering/Bhopal Electrical/Balaji Enteprises. OEM/Authorized dealers only to quote ."
"3098","Shunt and Clamp assembly 22PC as per BHEL Drg.No. 2580130024V01 suitable for power contactor of BHEL-DEMU Power Car/Tower Car. Makes:BHEL/Inder Engineering/Bhopal Electrical/Balaji enterprises. OEM/Authorized dealers only to quote ."
"3098","Inspection cover for TM - 4601 AZ/BX as per BHEL Drg.no. 34391741001P1, use for DEMU Power Car/Tower Car. Makes:-BHEL/Inder Engineering/Bhopal Electrica/Balaji Enterperies. OEM/Authorized dealers only quote ."
"3098","Fabricated GI box of size : L : 610mm x W : 610 mm X H : 191 mm of thickness 0.6 mm. Material : GI. as per Drg No. CDO/HYB/PANTRY/001/2015."
"3098","3.7volts,2200mA Rechargeable batteries of LED LAMPS. Specifications : National standard : 18650. Make : Unicad/Lione/GP or Ultra fire only."
"3098","GI Split cotton Pin of size 75 x 12mm as per IS Specification 1089/73 SL 42 suitable for use with Suspension Hanger Pin for Suspending 25 KW Brushless Alternator as per RDSO Drg. SKEL-3943 Rev.1 - 2012 Item No. 1 only ."
"3098","LUCAS-TVS Carbon Brushes for alternator for the use of Godraj FLT Model No GX-300D. make: LUCAS-TVS or equivalent."
"3098","Pressed steel swivel castor solid cushioned tyred wheel. wheel size:200x52 mm Make:Rexello/Pioneer/vijay/muvtons. Specifications: 1. Wheel size:200mm dia x 50mm width. 2. Load: 205 kgs. 3. Ovrall height:232 mm. 4.Top plate size: 130x105 mm . 5. Bolt Hole center: 105x80 mm . 6.Bolt hole dia: 11x13.5 mm . 7. Weight: 4 kgs to 5 kgs Approx. 8. Double Ball race in Swivel, Protected by dust guard and fitted with solid cushion tyred wheels with roller bearings."
"3098","DEVELOPER FOR PHOTO COPY MACHINE. MAKE : TOSHIBA. MODEL : E-STUDIO-353/452."
"3098","Pressure Gauge Set of Pneumatic Pressure Gagues. Detailed Description and Qty. per set:- 1 Pneumatic Pressure Guge, Range: 0 to 16kgs/cm2, Dial Dia: 100mm, End Fitting: 3/8 BSP, Connecton: Bottom, Material: Stainless Steel Calibration Certificate to be enclosed along with supplied material. Make: Make: WIKA/H.GURU/WARREE. Note:-Calibration Certificate to be enclosed for each pressure guage. Qty/Set: 6 Nos. 2 Pneumatic Pressure Gauge, Range: 0 to 16 kgs/cm2, Dial Dia: 150mm, End Fitting: 1/2 BSP, Connection: Bottom, Material Stainless Steel Calibration Certificate to be enclosed alongwith supplied material. Make: WIKA/H. GURU/WAAREE. Note: Calibration Certificate to be enclosed for each pressure gauge. Qty/Set: 6 Nos. Make: WIKA/H.GURU/WARREE."
"3098","CARTRIDGE SP-200 BLACK HIGH YIELD RATING NOT LESS THAN 2600 PAGES SUITABLE TO WORK ON RICOH SP 200 LASER PRINTER."
"3098","Set of Brake Drum Cast Iron for EOT Cranes. Detailed Descrption:- 1 Brake Drum 250mm dia suitable for 15 Ton EOT Cranes Qty/Kit: 04 Nos. 2 Brake Drum 200mm dia suitable for 7.5 Ton EOT Cranes. Qty/Kit: 04 Nos. Make: REVA/SAICO/GARLICK/SHRUSHTI/TSS Note:- OEMS or authorized dealer only should quote along with authorization certificate. Firms should mention details of make/model of the item and shall enclose the relevant technical leaflet. ."
"3098","Opening Mechanism for Ball vale for Bio toilet retention tank To RCF Drg no. MI005986. alt-b. Note:-Offers of sources approved by RCF will only be considered."
"3098","DC-DC Converter with 24V input and 18-36V out put, 1 Amp to specn.No.IRS.S.96/2000."
"3098","STEEL PACKING PLATE 4 X 110 X 196 mm ON BOGIE FRAME FOR CROWN CLEARANCE AS PER IRS DRG NO . T. 0 - 1- 644 FOR USE ON COACHING STOCK."
"3098","STEEL PACKING PLATE 4 X 110 X 196 mm ON BOGIE FRAME FOR CROWN CLEARANCE AS PER IRS DRG NO . T. 0 - 1- 644 FOR USE ON COACHING STOCK."
"3098","Later 7 1/2 Disposable hand gloves to IS : 13422 thickness : 0.10mm. MAKE : Nulife or similar."
"3098","Hand Held Wireless micro phone System. Make : SHURE/EV/SENNHEISER/BOSCH. Specification Attached."
"3098","Compression Spring to Escort Part No. SK. 722. Make: ESCORTS Only."
"3098","Wear Plate to Escorts Part No. SK 711. Make: Escorts."
"3098","Back Rest cum berth holding bracket for CN Coaches as per PD. TPYS.SCR. Drg. No. C and W-99."
"3098","Storage unit of stainless steel.size: 5 feet x 4 feet with 3 shelves. as per drawing No SCDN/MECH/2015/RR/RACK - 1. DRAWING ATTACHED."
"3098","Aluminium inner frame for double sealed window for AC coaches as per Drg.No. ICF/SK-5-4-274 Altg.k. Item 2."
"3098","Chlorine Jacket for Chloring filter for Bio-Toilet to RCF Drawing No. MI005328 Item-2 Alt.b. Note:- Offers of RCF Approved sources only will be considered."
"3098","Black poly bags of size 30 inches X 30 inches with 40 microns thickness for use of DUST BINS"
"3098","Rubber Profile for Emergency Openable window to Drg.No. ICF/SK-5-4-263 in standard length of 20 Mtrs."
"3098","Holding Frame for Sealed Door Window Arrangement to RCF DrgNo CC 53105 Alt.C"
"3098","1 Couping Cock-LH to Escorts Drg.No: 3KB 165 Alt-06 or to WSF Drg. No. IB 70378/2 and 1A 71395/3 or its equivalent confirming to ICF Spec ICF/SK-10-2-421, Rev No.03."
